"h3_id","centroid_lat","centroid_lon","pop_census_2022","pop_ambient_2022"
"89a8107368bffff",-23.5537935991045,-46.4145850333617,599.466030770241,34980.0735934311
"89a8103964bffff",-23.4787408274823,-46.6787020343716,900.012520438268,54473.8926687423
"89a81010bd3ffff",-23.8026123801732,-46.6729789496181,0.195583334373451,10151.2640840803
"89a81044d2bffff",-23.5298434995773,-46.3959043858793,587.424464862196,21405.3394261361
"89a81070027ffff",-23.4829742265474,-46.4860033672419,17.5358437363063,22304.3540409312
"89a81004e03ffff",-23.594279498724,-46.8014561511405,32.5170683194756,19857.9863092752
"89a81089d5bffff",-23.9667630437566,-46.628849882181,0,317.325720650458
"89a8100d56fffff",-23.5507585598392,-46.5828883255302,462.356931429679,71668.4597651277
"89a81007687ffff",-23.6899077763319,-46.7247360392885,0,10780.5218240023
"89a81015cdbffff",-23.7543980376078,-46.7541983562408,34.7433202195438,519.525420524052
"89a8103886bffff",-23.4233166663403,-46.8116683450172,4.01333217589943,5348.90674605063
"89a81012d67ffff",-23.8675449187716,-46.723892196826,1.73959053217385,2488.0642763344
"89a810721bbffff",-23.5348728421988,-46.5273203624195,599.756902642065,56160.2479936948
"89a8103817bffff",-23.4596312106777,-46.7913354181422,7.12250802275374,4230.48068559093
"89a81012677ffff",-23.9173604516184,-46.6396359884753,0.272640268519333,NA
"89a8100981bffff",-23.5903392097595,-46.4554606182781,0.0856250726057664,14000.7625953313
"89a8100f013ffff",-23.6073361447518,-46.5876137279277,1.55282173906599,38683.7359781376
"89a8108888bffff",-23.9702926585048,-46.6840807552736,0,NA
"89a8100912bffff",-23.6140212564716,-46.4408408555266,197.234517952633,19222.8984400905
"89a8100e923ffff",-23.5489779418308,-46.7205579936628,299.854080278797,65150.2227003266
"89a81008a3bffff",-23.5819902907611,-46.5042081953904,505.978044204834,38591.8476548319
"89a81005ac7ffff",-23.5698661447107,-46.7334166916784,355.097393910885,40917.2323077923
"89a8101708fffff",-23.8266748315018,-46.7471665470841,7.58753687965668,2300.19760650795
"89a81002b53ffff",-23.6977482907699,-46.688239067726,0,43286.0674268276
"89a8100e233ffff",-23.5989480778696,-46.6363436710073,482.063110601097,127243.955623255
"89a8107356fffff",-23.5351321847008,-46.4538483114884,857.940779355015,46720.747735557
"89a8100834bffff",-23.6173757345686,-46.4684998077243,677.168505721241,43332.7786128664
"89a810053d7ffff",-23.606114884584,-46.7130700290019,103.321460683831,131417.666456233
